Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Honda,City,2009,50000,No,Yes,No,Yes,No,Yes
Nissan,Duster,2009,50000,No,No,No,Yes,No,Yes
Tata,Baleno,2016,30000,No,Yes,No,Yes,Yes,Yes
Hyundai,i20,2009,25000,No,Yes,Yes,Yes,Yes,Yes
Tata,EcoSport,2009,50000,Yes,Yes,Yes,Yes,No,Yes
Ford,EcoSport,2009,35000,Yes,No,Yes,Yes,Yes,No
Mahindra,Fortuner,2014,80000,Yes,Yes,No,Yes,No,Yes
Volkswagen,Polo,2009,10000,Yes,No,No,Yes,No,Yes
Mahindra,Innova,2009,35000,No,Yes,Yes,Yes,No,No
Maruti,Innova,2009,10000,Yes,No,No,Yes,No,Yes
MG,Innova,2009,30000,No,No,No,Yes,Yes,Yes
Hyundai,EcoSport,2009,35000,Yes,Yes,Yes,Yes,Yes,No
Nissan,Hector,2009,30000,No,Yes,No,Yes,No,Yes
Tata,EcoSport,2009,35000,Yes,No,Yes,No,Yes,No
Kia,EcoSport,2009,80000,Yes,No,No,Yes,Yes,Yes
Toyota,Nexon,2009,55000,Yes,No,Yes,Yes,Yes,No
Nissan,Duster,2009,25000,Yes,No,Yes,No,Yes,No
Tata,Harrier,2009,70000,Yes,No,No,Yes,Yes,Yes
Honda,Verna,2009,80000,No,Yes,No,Yes,Yes,Yes
Toyota,Micra,2009,70000,Yes,No,Yes,No,Yes,No
Hyundai,Polo,2009,70000,No,Yes,Yes,No,Yes,Yes
MG,Micra,2009,25000,No,No,Yes,No,Yes,Yes
Hyundai,Compass,2009,40000,No,Yes,No,Yes,No,Yes
Renault,Nexon,2010,10000,Yes,No,Yes,Yes,Yes,Yes
BMW,Seltos,2009,20000,No,Yes,No,No,No,Yes
Hyundai,Harrier,2009,60000,No,Yes,No,Yes,Yes,Yes
Ford,Micra,2009,40000,No,Yes,No,Yes,Yes,Yes
Volkswagen,EcoSport,2022,35000,Yes,No,Yes,Yes,Yes,No
Toyota,Hector,2009,70000,Yes,No,Yes,Yes,Yes,No
Tata,Polo,2009,65000,Yes,No,No,No,Yes,No
Skoda,Micra,2009,65000,No,Yes,Yes,No,Yes,No
MG,XUV500,2009,80000,No,Yes,Yes,Yes,Yes,No
Mahindra,Baleno,2009,20000,No,Yes,No,Yes,No,Yes
Toyota,A4,2021,15000,Yes,No,No,No,Yes,No
Ford,Innova,2009,20000,Yes,Yes,No,Yes,Yes,Yes
MG,Verna,2009,50000,Yes,No,Yes,Yes,Yes,No
Honda,City,2009,80000,No,Yes,No,Yes,Yes,Yes
MG,Baleno,2009,60000,No,Yes,Yes,No,Yes,No
BMW,Hector,2009,70000,No,No,Yes,No,Yes,No
MG,Fortuner,2009,35000,Yes,No,Yes,Yes,Yes,No
Hyundai,i20,2009,60000,No,Yes,Yes,No,Yes,No
Tata,Innova,2009,10000,Yes,No,Yes,No,Yes,No
Tata,Hector,2009,15000,Yes,No,No,Yes,No,Yes
Hyundai,Verna,2009,30000,No,Yes,Yes,No,Yes,Yes
Honda,i20,2009,30000,No,No,Yes,Yes,Yes,Yes
MG,EcoSport,2009,55000,Yes,No,Yes,No,Yes,No
Maruti,Duster,2009,50000,Yes,No,No,Yes,Yes,Yes
BMW,Seltos,2009,30000,Yes,No,Yes,Yes,Yes,Yes
Swift,Hector,2009,20000,No,Yes,Yes,Yes,No,Yes
Ford,Innova,2009,25000,Yes,No,Yes,No,Yes,No
Skoda,Amaze,2009,50000,No,Yes,No,Yes,No,Yes
Jeep,Thar,2009,30000,Yes,No,No,No,Yes,Yes
Kia,Polo,2009,40000,No,Yes,No,Yes,Yes,Yes
Tata,3 Series,2009,50000,No,Yes,Yes,No,No,Yes
Toyota,Micra,2009,35000,Yes,No,Yes,Yes,Yes,No
Honda,Polo,2009,50000,No,No,Yes,Yes,No,Yes
Hyundai,XUV500,2009,50000,No,Yes,Yes,No,No,Yes
Jeep,3 Series,2009,60000,No,Yes,Yes,No,Yes,Yes
Maruti,Amaze,2010,65000,Yes,No,No,Yes,No,Yes
Toyota,A4,2009,15000,Yes,No,Yes,No,Yes,No
Nissan,EcoSport,2009,65000,Yes,No,No,Yes,Yes,No
Honda,Seltos,2009,10000,No,Yes,No,Yes,No,Yes
Tata,Polo,2009,35000,Yes,No,Yes,Yes,Yes,No
Honda,Amaze,2009,50000,No,Yes,No,Yes,No,Yes
Nissan,Nexon,2009,35000,Yes,No,Yes,Yes,Yes,Yes
Mahindra,Duster,2009,25000,No,Yes,Yes,Yes,No,Yes
Honda,3 Series,2009,45000,No,Yes,Yes,Yes,No,Yes
Honda,Baleno,2013,10000,Yes,Yes,No,Yes,Yes,Yes
Mahindra,Hector,2009,10000,Yes,Yes,Yes,No,Yes,Yes
Ford,Seltos,2009,65000,No,No,Yes,No,Yes,No
BMW,Micra,2009,30000,Yes,No,Yes,Yes,Yes,No
Toyota,EcoSport,2009,45000,No,No,Yes,No,Yes,No
Tata,Innova,2009,25000,No,No,No,Yes,Yes,Yes
BMW,Thar,2009,60000,No,Yes,Yes,Yes,Yes,Yes
Toyota,Baleno,2009,65000,Yes,No,Yes,Yes,Yes,Yes
Mahindra,Thar,2009,60000,No,Yes,No,Yes,No,Yes
Toyota,Verna,2009,55000,Yes,No,Yes,Yes,Yes,No
Honda,Amaze,2009,50000,No,Yes,No,Yes,Yes,Yes
Honda,Compass,2009,20000,No,Yes,No,No,No,Yes
Honda,Nexon,2009,40000,Yes,No,Yes,Yes,Yes,No
Toyota,Micra,2009,70000,Yes,No,No,Yes,Yes,No
MG,Polo,2009,55000,Yes,No,Yes,No,Yes,No
Audi,City,2009,45000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Nexon,2009,40000,No,Yes,Yes,No,Yes,Yes
Nissan,Seltos,2009,40000,Yes,No,Yes,No,Yes,No
Toyota,Hector,2009,35000,No,No,Yes,No,Yes,No
Nissan,Fortuner,2009,80000,Yes,Yes,Yes,Yes,No,Yes
Hyundai,Harrier,2009,25000,Yes,No,Yes,Yes,Yes,No
Honda,3 Series,2009,10000,No,Yes,Yes,No,No,Yes
Honda,City,2009,50000,Yes,Yes,No,Yes,No,Yes
Tata,Polo,2009,55000,Yes,No,Yes,No,No,No
Hyundai,i20,2009,45000,No,Yes,Yes,No,Yes,No
Tata,Nexon,2010,30000,Yes,No,No,Yes,Yes,Yes
Mahindra,XUV500,2011,60000,No,Yes,Yes,No,No,Yes
Toyota,Innova,2012,35000,Yes,No,Yes,Yes,Yes,No
Honda,City,2013,80000,No,Yes,No,Yes,No,Yes
Ford,EcoSport,2014,70000,Yes,No,Yes,No,Yes,No
Renault,Duster,2015,50000,No,Yes,Yes,Yes,No,Yes
Volkswagen,Polo,2016,65000,Yes,No,No,Yes,Yes,No
Skoda,Octavia,2017,40000,No,Yes,Yes,No,Yes,Yes
Nissan,Micra,2018,55000,Yes,No,Yes,Yes,No,No
Kia,Seltos,2019,20000,No,Yes,No,Yes,Yes,Yes
MG,Hector,2020,25000,Yes,No,Yes,No,Yes,No
Jeep,Compass,2021,30000,No,Yes,Yes,Yes,No,Yes
Audi,A4,2022,15000,Yes,No,No,Yes,Yes,No
BMW,3 Series,2023,10000,No,Yes,Yes,No,Yes,Yes
Maruti,Baleno,2018,50000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Verna,2019,30000,No,Yes,Yes,No,Yes,No
Tata,Harrier,2020,40000,Yes,No,No,Yes,Yes,Yes
Mahindra,Thar,2021,20000,No,Yes,Yes,No,No,Yes
Toyota,Fortuner,2022,35000,Yes,No,Yes,Yes,Yes,No
Honda,Amaze,2023,25000,No,Yes,No,Yes,No,Yes
Maruti,Vitara Brezza,2019,55000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Creta,2020,30000,No,Yes,Yes,No,Yes,No
Tata,Altroz,2021,40000,Yes,No,No,Yes,Yes,Yes
Mahindra,Scorpio,2022,20000,No,Yes,Yes,No,No,Yes
Toyota,Yaris,2023,35000,Yes,No,Yes,Yes,Yes,No
Honda,Jazz,2023,25000,No,Yes,No,Yes,No,Yes
Maruti,Ciaz,2019,60000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Elantra,2020,32000,No,Yes,Yes,No,Yes,No
Tata,Tiago,2021,42000,Yes,No,No,Yes,Yes,Yes
Mahindra,Bolero,2022,21000,No,Yes,Yes,No,No,Yes
Toyota,Corolla,2023,36000,Yes,No,Yes,Yes,Yes,No
Honda,CR-V,2023,26000,No,Yes,No,Yes,No,Yes
Maruti,Ertiga,2019,70000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Santro,2020,33000,No,Yes,Yes,No,Yes,No
Tata,Safari,2021,43000,Yes,No,No,Yes,Yes,Yes
Mahindra,Verito,2022,22000,No,Yes,Yes,No,No,Yes
Toyota,Etios,2023,37000,Yes,No,Yes,Yes,Yes,No
Honda,BR-V,2023,27000,No,Yes,No,Yes,No,Yes
Maruti,Ignis,2019,75000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Tucson,2020,34000,No,Yes,Yes,No,Yes,No
Tata,Hexa,2021,44000,Yes,No,No,Yes,Yes,Yes
Mahindra,TUV300,2022,23000,No,Yes,Yes,No,No,Yes
Toyota,Prado,2023,38000,Yes,No,Yes,Yes,Yes,No
Honda,WR-V,2023,28000,No,Yes,No,Yes,No,Yes
Maruti,S-Cross,2019,80000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Elantra,2020,35000,No,Yes,Yes,No,Yes,No
Tata,Zest,2021,45000,Yes,No,No,Yes,Yes,Yes
Mahindra,Xylo,2022,24000,No,Yes,Yes,No,No,Yes
Toyota,Land Cruiser,2023,39000,Yes,No,Yes,Yes,Yes,No
Honda,Accord,2023,29000,No,Yes,No,Yes,No,Yes
Maruti,Alto,2019,85000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Sonata,2020,36000,No,Yes,Yes,No,Yes,No
Tata,Indica,2021,46000,Yes,No,No,Yes,Yes,Yes
Mahindra,Quanto,2022,25000,No,Yes,Yes,No,No,Yes
Toyota,Camry,2023,40000,Yes,No,Yes,Yes,Yes,No
Honda,Civic,2023,30000,No,Yes,No,Yes,No,Yes
Maruti,Wagon R,2019,90000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Santa Fe,2020,37000,No,Yes,Yes,No,Yes,No
Tata,Indigo,2021,47000,Yes,No,No,Yes,Yes,Yes
Mahindra,KUV100,2022,26000,No,Yes,Yes,No,No,Yes
Toyota,Prius,2023,41000,Yes,No,Yes,Yes,Yes,No
Honda,HR-V,2023,31000,No,Yes,No,Yes,No,Yes
Maruti,Swift Dzire,2019,90000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Grand i10,2020,38000,No,Yes,Yes,No,Yes,No
Tata,Tigor,2021,48000,Yes,No,No,Yes,Yes,Yes
Mahindra,Marazzo,2022,27000,No,Yes,Yes,No,No,Yes
Toyota,Glansa,2023,42000,Yes,No,Yes,Yes,Yes,No
Honda,Passport,2023,32000,No,Yes,No,Yes,No,Yes
Maruti,Eeco,2019,95000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Venue,2020,39000,No,Yes,Yes,No,Yes,No
Tata,Sumo,2021,49000,Yes,No,No,Yes,Yes,Yes
Mahindra,Alturas G4,2022,28000,No,Yes,Yes,No,No,Yes
Toyota,Innova Crysta,2023,43000,Yes,No,Yes,Yes,Yes,No
Honda,Element,2023,33000,No,Yes,No,Yes,No,Yes
Maruti,Estilo,2019,95000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Xcent,2020,40000,No,Yes,Yes,No,Yes,No
Tata,Nano,2021,50000,Yes,No,No,Yes,Yes,Yes
Mahindra,Rexton,2022,29000,No,Yes,Yes,No,No,Yes
Toyota,Highlander,2023,44000,Yes,No,Yes,Yes,Yes,No
Honda,Odyssey,2023,34000,No,Yes,No,Yes,No,Yes
Maruti,Gypsy,2019,100000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Palisade,2020,41000,No,Yes,Yes,No,Yes,No
Tata,Harrier,2021,51000,Yes,No,No,Yes,Yes,Yes
Mahindra,Verito Vibe,2022,30000,No,Yes,Yes,No,No,Yes
Toyota,Sequoia,2023,45000,Yes,No,Yes,Yes,Yes,No
Honda,Pilot,2023,35000,No,Yes,No,Yes,No,Yes
Maruti,Omni,2019,100000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Kona,2020,42000,No,Yes,Yes,No,Yes,No
Tata,Evon,2021,52000,Yes,No,No,Yes,Yes,Yes
Mahindra,Logan,2022,31000,No,Yes,Yes,No,No,Yes
Toyota,Vellfire,2023,46000,Yes,No,Yes,Yes,Yes,No
Honda,Ridgeline,2023,36000,No,Yes,No,Yes,No,Yes
Maruti,Versa,2019,105000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Elantra,2020,43000,No,Yes,Yes,No,Yes,No
Tata,Sumo Gold,2021,53000,Yes,No,No,Yes,Yes,Yes
Mahindra,Verito,2022,32000,No,Yes,Yes,No,No,Yes
Toyota,4Runner,2023,47000,Yes,No,Yes,Yes,Yes,No
Honda,Fit,2023,37000,No,Yes,No,Yes,No,Yes
Maruti,Zen,2019,100000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Getz,2020,43000,No,Yes,Yes,No,Yes,No
Tata,Sierra,2021,53000,Yes,No,No,Yes,Yes,Yes
Mahindra,Rio,2022,33000,No,Yes,Yes,No,No,Yes
Toyota,Supra,2023,48000,Yes,No,Yes,Yes,Yes,No
Honda,NSX,2023,38000,No,Yes,No,Yes,No,Yes
Maruti,800,2019,110000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Terracan,2020,44000,No,Yes,Yes,No,Yes,No
Tata,Estate,2021,54000,Yes,No,No,Yes,Yes,Yes
Mahindra,Marshal,2022,34000,No,Yes,Yes,No,No,Yes
Toyota,MR2,2023,49000,Yes,No,Yes,Yes,Yes,No
Honda,S2000,2023,39000,No,Yes,No,Yes,No,Yes
Maruti,Ritz,2019,105000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Stellar,2020,45000,No,Yes,Yes,No,Yes,No
Tata,Indigo Manza,2021,55000,Yes,No,No,Yes,Yes,Yes
Mahindra,Armada,2022,35000,No,Yes,Yes,No,No,Yes
Toyota,Corolla Altis,2023,50000,Yes,No,Yes,Yes,Yes,No
Honda,CR-Z,2023,40000,No,Yes,No,Yes,No,Yes
Maruti,Celerio,2019,110000,Yes,Yes,No,Yes,Yes,Yes
Hyundai,Trajet,2020,46000,No,Yes,Yes,No,Yes,No
Tata,Indigo CS,2021,56000,Yes,No,No,Yes,Yes,Yes
Mahindra,Bolero Pik-Up,2022,36000,No,Yes,Yes,No,No,Yes
Toyota,Fortuner Legender,2023,51000,Yes,No,Yes,Yes,Yes,No
Honda,CR-V Hybrid,2023,41000,No,Yes,No,Yes,No,Yes
